"State","District","Crop","Season","Area-2024-25","Production-2024-25","Yield-2024-25"
"Andhra Pradesh","East Godavari","Moong","Total","0.00","0.00","960.00"
"Andhra Pradesh","East Godavari","Other Pulses","Rabi","0.00","0.00","1009.00"
"Andhra Pradesh","East Godavari","Other Pulses","Total","0.00","0.00","1009.00"
"Andhra Pradesh","East Godavari","Total Pulses","Total","0.03","0.05","1439.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Kharif","0.76","2.73","3591.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Rabi","0.68","4.00","5871.00"
"Andhra Pradesh","East Godavari","Total Food Grains","Total","1.44","6.73","4668.00"
"Andhra Pradesh","Eluru","Rice","Kharif","0.78","3.13","4034.00"
"Andhra Pradesh","Eluru","Rice","Rabi","0.32","1.73","5408.00"
"Andhra Pradesh","Eluru","Rice","Total","1.10","4.86","4434.00"
"Andhra Pradesh","Eluru","Maize","Kharif","0.00","0.01","6488.00"
"Andhra Pradesh","Eluru","Maize","Rabi","0.20","2.08","10210.00"
"Andhra Pradesh","Eluru","Maize","Total","0.20","2.08","10188.00"
"Andhra Pradesh","Eluru","Jowar","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Eluru","Jowar","Rabi","0.00","0.00","6690.00"
"Andhra Pradesh","Eluru","Jowar","Total","0.00","0.00","5075.00"
"Andhra Pradesh","Eluru","Small Millets","Kharif","0.00","0.00","487.00"
"Andhra Pradesh","Eluru","Small Millets","Total","0.00","0.00","487.00"
"Andhra Pradesh","Eluru","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","448.00"
"Andhra Pradesh","Eluru","Shree Anna /Nutri Cereals","Rabi","0.00","0.00","6690.00"
"Andhra Pradesh","Eluru","Shree Anna /Nutri Cereals","Total","0.00","0.00","4775.00"
"Andhra Pradesh","Eluru","Nutri/Coarse Cereals","Kharif","0.00","0.01","6074.00"
"Andhra Pradesh","Eluru","Nutri/Coarse Cereals","Rabi","0.20","2.08","10207.00"
"Andhra Pradesh","Eluru","Nutri/Coarse Cereals","Total","0.20","2.09","10181.00"
"Andhra Pradesh","Eluru","Cereals","Kharif","0.78","3.14","4038.00"
"Andhra Pradesh","Eluru","Cereals","Rabi","0.52","3.81","7276.00"
"Andhra Pradesh","Eluru","Cereals","Total","1.30","6.95","5339.00"
"Andhra Pradesh","Eluru","Tur","Kharif","0.00","0.00","735.00"
"Andhra Pradesh","Eluru","Tur","Total","0.00","0.00","735.00"
"Andhra Pradesh","Eluru","Urad","Kharif","0.03","0.04","1233.00"
"Andhra Pradesh","Eluru","Urad","Rabi","0.11","0.16","1421.00"
"Andhra Pradesh","Eluru","Urad","Total","0.14","0.19","1382.00"
"Andhra Pradesh","Eluru","Moong","Kharif","0.00","0.00","451.00"
"Andhra Pradesh","Eluru","Moong","Rabi","0.05","0.08","1417.00"
"Andhra Pradesh","Eluru","Moong","Total","0.05","0.08","1413.00"
"Andhra Pradesh","Eluru","Other Pulses","Kharif","0.00","0.00","668.00"
"Andhra Pradesh","Eluru","Other Pulses","Rabi","0.00","0.00","745.00"
"Andhra Pradesh","Eluru","Other Pulses","Total","0.00","0.00","722.00"
"Andhra Pradesh","Eluru","Total Pulses","Total","0.19","0.27","1389.00"
"Andhra Pradesh","Eluru","Total Food Grains","Kharif","0.81","3.18","3934.00"
"Andhra Pradesh","Eluru","Total Food Grains","Rabi","0.69","4.04","5882.00"
"Andhra Pradesh","Eluru","Total Food Grains","Total","1.49","7.22","4829.00"
"Andhra Pradesh","Guntur","Rice","Kharif","0.57","2.08","3670.00"
"Andhra Pradesh","Guntur","Rice","Rabi","0.01","0.05","3810.00"
"Andhra Pradesh","Guntur","Rice","Total","0.58","2.13","3673.00"
"Andhra Pradesh","Guntur","Maize","Kharif","0.00","0.00","4586.00"
"Andhra Pradesh","Guntur","Maize","Rabi","0.20","2.09","10512.00"
"Andhra Pradesh","Guntur","Maize","Total","0.20","2.09","10490.00"
"Andhra Pradesh","Guntur","Jowar","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Guntur","Jowar","Rabi","0.13","1.05","8057.00"
"Andhra Pradesh","Guntur","Jowar","Total","0.13","1.05","8055.00"
"Andhra Pradesh","Guntur","Small Millets","Kharif","0.00","0.00","837.00"
"Andhra Pradesh","Guntur","Small Millets","Total","0.00","0.00","837.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","560.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Rabi","0.13","1.05","8057.00"
"Andhra Pradesh","Guntur","Shree Anna /Nutri Cereals","Total","0.13","1.05","8055.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Kharif","0.00","0.00","4414.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Rabi","0.33","3.14","9541.00"
"Andhra Pradesh","Guntur","Nutri/Coarse Cereals","Total","0.33","3.14","9528.00"
"Andhra Pradesh","Guntur","Cereals","Kharif","0.57","2.09","3671.00"
"Andhra Pradesh","Guntur","Cereals","Rabi","0.34","3.19","9330.00"
"Andhra Pradesh","Guntur","Cereals","Total","0.91","5.27","5795.00"
"Andhra Pradesh","Guntur","Tur","Kharif","0.00","0.00","735.00"
"Andhra Pradesh","Guntur","Tur","Total","0.00","0.00","735.00"
"Andhra Pradesh","Guntur","Gram","Rabi","0.07","0.16","2222.00"
"Andhra Pradesh","Guntur","Gram","Total","0.07","0.16","2222.00"
"Andhra Pradesh","Guntur","Urad","Kharif","0.03","0.03","1080.00"
"Andhra Pradesh","Guntur","Urad","Rabi","0.09","0.13","1479.00"
"Andhra Pradesh","Guntur","Urad","Total","0.12","0.16","1380.00"
"Andhra Pradesh","Guntur","Moong","Kharif","0.00","0.00","451.00"
"Andhra Pradesh","Guntur","Moong","Rabi","0.10","0.13","1317.00"
"Andhra Pradesh","Guntur","Moong","Total","0.10","0.13","1315.00"
"Andhra Pradesh","Guntur","Total Pulses","Total","0.29","0.46","1557.00"
"Andhra Pradesh","Guntur","Total Food Grains","Kharif","0.60","2.12","3524.00"
"Andhra Pradesh","Guntur","Total Food Grains","Rabi","0.60","3.61","6000.00"
"Andhra Pradesh","Guntur","Total Food Grains","Total","1.20","5.73","4761.00"
"Andhra Pradesh","Kakinada","Rice","Kharif","0.87","3.22","3727.00"
"Andhra Pradesh","Kakinada","Rice","Rabi","0.65","3.62","5551.00"
"Andhra Pradesh","Kakinada","Rice","Total","1.52","6.85","4511.00"
"Andhra Pradesh","Kakinada","Maize","Kharif","0.00","0.01","4586.00"
"Andhra Pradesh","Kakinada","Maize","Rabi","0.01","0.10","8619.00"
"Andhra Pradesh","Kakinada","Maize","Total","0.01","0.11","7791.00"
"Andhra Pradesh","Kakinada","Ragi","Kharif","0.00","0.00","1311.00"
"Andhra Pradesh","Kakinada","Ragi","Total","0.00","0.00","1311.00"
"Andhra Pradesh","Kakinada","Small Millets","Kharif","0.00","0.00","837.00"
"Andhra Pradesh","Kakinada","Small Millets","Total","0.00","0.00","837.00"
"Andhra Pradesh","Kakinada","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1304.00"
"Andhra Pradesh","Kakinada","Shree Anna /Nutri Cereals","Total","0.00","0.00","1304.00"
"Andhra Pradesh","Kakinada","Nutri/Coarse Cereals","Kharif","0.01","0.02","3005.00"
"Andhra Pradesh","Kakinada","Nutri/Coarse Cereals","Rabi","0.01","0.10","8619.00"
"Andhra Pradesh","Kakinada","Nutri/Coarse Cereals","Total","0.02","0.12","6751.00"
"Andhra Pradesh","Kakinada","Cereals","Kharif","0.87","3.24","3722.00"
"Andhra Pradesh","Kakinada","Cereals","Rabi","0.66","3.72","5604.00"
"Andhra Pradesh","Kakinada","Cereals","Total","1.54","6.97","4537.00"
"Andhra Pradesh","Kakinada","Tur","Kharif","0.00","0.00","735.00"
"Andhra Pradesh","Kakinada","Tur","Total","0.00","0.00","735.00"
"Andhra Pradesh","Kakinada","Gram","Rabi","0.00","0.01","1692.00"
"Andhra Pradesh","Kakinada","Gram","Total","0.00","0.01","1692.00"
"Andhra Pradesh","Kakinada","Urad","Kharif","0.01","0.01","1143.00"
"Andhra Pradesh","Kakinada","Urad","Rabi","0.06","0.04","619.00"
"Andhra Pradesh","Kakinada","Urad","Total","0.07","0.05","687.00"
"Andhra Pradesh","Kakinada","Moong","Kharif","0.00","0.00","451.00"
"Andhra Pradesh","Kakinada","Moong","Rabi","0.05","0.03","636.00"
"Andhra Pradesh","Kakinada","Moong","Total","0.05","0.03","636.00"
"Andhra Pradesh","Kakinada","Other Pulses","Rabi","0.00","0.00","1047.00"
"Andhra Pradesh","Kakinada","Other Pulses","Total","0.00","0.00","1047.00"
"Andhra Pradesh","Kakinada","Total Pulses","Total","0.12","0.09","692.00"
"Andhra Pradesh","Kakinada","Total Food Grains","Kharif","0.88","3.25","3696.00"
"Andhra Pradesh","Kakinada","Total Food Grains","Rabi","0.78","3.80","4870.00"
"Andhra Pradesh","Kakinada","Total Food Grains","Total","1.66","7.05","4248.00"
"Andhra Pradesh","Krishna","Rice","Kharif","1.54","5.84","3803.00"
"Andhra Pradesh","Krishna","Rice","Rabi","0.05","0.22","4349.00"
"Andhra Pradesh","Krishna","Rice","Total","1.59","6.06","3820.00"
"Andhra Pradesh","Krishna","Maize","Kharif","0.00","0.00","4586.00"
"Andhra Pradesh","Krishna","Maize","Rabi","0.05","0.46","8859.00"
"Andhra Pradesh","Krishna","Maize","Total","0.05","0.46","8808.00"
"Andhra Pradesh","Krishna","Jowar","Rabi","0.02","0.07","3744.00"
"Andhra Pradesh","Krishna","Jowar","Total","0.02","0.07","3744.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Rabi","0.02","0.07","3744.00"
"Andhra Pradesh","Krishna","Shree Anna /Nutri Cereals","Total","0.02","0.07","3744.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Kharif","0.00","0.00","4586.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Rabi","0.07","0.53","7499.00"
"Andhra Pradesh","Krishna","Nutri/Coarse Cereals","Total","0.07","0.53","7473.00"
"Andhra Pradesh","Krishna","Cereals","Kharif","1.54","5.85","3803.00"
"Andhra Pradesh","Krishna","Cereals","Rabi","0.12","0.75","6182.00"
"Andhra Pradesh","Krishna","Cereals","Total","1.66","6.59","3977.00"
"Andhra Pradesh","Krishna","Tur","Kharif","0.00","0.00","735.00"
"Andhra Pradesh","Krishna","Tur","Total","0.00","0.00","735.00"
"Andhra Pradesh","Krishna","Gram","Rabi","0.00","0.00","1692.00"
"Andhra Pradesh","Krishna","Gram","Total","0.00","0.00","1692.00"
"Andhra Pradesh","Krishna","Urad","Kharif","0.02","0.02","1368.00"
"Andhra Pradesh","Krishna","Urad","Rabi","1.17","2.04","1742.00"
"Andhra Pradesh","Krishna","Urad","Total","1.18","2.06","1737.00"
"Andhra Pradesh","Krishna","Moong","Rabi","0.03","0.04","1310.00"
"Andhra Pradesh","Krishna","Moong","Total","0.03","0.04","1310.00"
"Andhra Pradesh","Krishna","Other Pulses","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Krishna","Other Pulses","Rabi","0.00","0.00","745.00"
"Andhra Pradesh","Krishna","Other Pulses","Total","0.00","0.00","660.00"
"Andhra Pradesh","Krishna","Total Pulses","Total","1.22","2.10","1725.00"
"Andhra Pradesh","Krishna","Total Food Grains","Kharif","1.55","5.87","3779.00"
"Andhra Pradesh","Krishna","Total Food Grains","Rabi","1.32","2.83","2137.00"
"Andhra Pradesh","Krishna","Total Food Grains","Total","2.87","8.69","3024.00"
"Andhra Pradesh","Kurnool","Rice","Kharif","0.14","0.48","3526.00"
"Andhra Pradesh","Kurnool","Rice","Rabi","0.04","0.11","3178.00"
"Andhra Pradesh","Kurnool","Rice","Total","0.17","0.59","3454.00"
"Andhra Pradesh","Kurnool","Maize","Kharif","0.05","0.22","4503.00"
"Andhra Pradesh","Kurnool","Maize","Rabi","0.07","0.44","6332.00"
"Andhra Pradesh","Kurnool","Maize","Total","0.12","0.66","5573.00"
"Andhra Pradesh","Kurnool","Jowar","Kharif","0.00","0.00","1332.00"
"Andhra Pradesh","Kurnool","Jowar","Rabi","0.12","0.15","1299.00"
"Andhra Pradesh","Kurnool","Jowar","Total","0.12","0.16","1300.00"
"Andhra Pradesh","Kurnool","Bajra","Kharif","0.06","0.15","2351.00"
"Andhra Pradesh","Kurnool","Bajra","Summer","0.00","0.01","2215.00"
"Andhra Pradesh","Kurnool","Bajra","Total","0.07","0.16","2343.00"
"Andhra Pradesh","Kurnool","Small Millets","Kharif","0.10","0.09","866.00"
"Andhra Pradesh","Kurnool","Small Millets","Total","0.10","0.09","866.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Kharif","0.16","0.24","1437.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Rabi","0.12","0.15","1299.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Summer","0.00","0.01","2215.00"
"Andhra Pradesh","Kurnool","Shree Anna /Nutri Cereals","Total","0.29","0.40","1392.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Kharif","0.21","0.46","2142.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Rabi","0.19","0.59","3162.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Summer","0.00","0.01","2215.00"
"Andhra Pradesh","Kurnool","Nutri/Coarse Cereals","Total","0.40","1.06","2614.00"
"Andhra Pradesh","Kurnool","Cereals","Kharif","0.35","0.93","2680.00"
"Andhra Pradesh","Kurnool","Cereals","Rabi","0.22","0.70","3164.00"
"Andhra Pradesh","Kurnool","Cereals","Summer","0.00","0.01","2215.00"
"Andhra Pradesh","Kurnool","Cereals","Total","0.57","1.64","2864.00"
"Andhra Pradesh","Kurnool","Tur","Kharif","0.64","0.37","575.00"
"Andhra Pradesh","Kurnool","Tur","Total","0.64","0.37","575.00"
"Andhra Pradesh","Kurnool","Gram","Rabi","0.43","0.45","1034.00"
"Andhra Pradesh","Kurnool","Gram","Total","0.43","0.45","1034.00"
"Andhra Pradesh","Kurnool","Urad","Kharif","0.00","0.00","771.00"
"Andhra Pradesh","Kurnool","Urad","Rabi","0.01","0.01","1462.00"
"Andhra Pradesh","Kurnool","Urad","Total","0.01","0.02","1338.00"
"Andhra Pradesh","Kurnool","Moong","Kharif","0.00","0.00","457.00"
"Andhra Pradesh","Kurnool","Moong","Rabi","0.00","0.00","668.00"
"Andhra Pradesh","Kurnool","Moong","Total","0.00","0.00","549.00"
"Andhra Pradesh","Kurnool","Other Pulses","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Kurnool","Other Pulses","Rabi","0.00","0.00","764.00"
"Andhra Pradesh","Kurnool","Other Pulses","Total","0.00","0.00","753.00"
"Andhra Pradesh","Kurnool","Total Pulses","Total","1.09","0.83","765.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Kharif","0.99","1.30","1313.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Rabi","0.66","1.16","1751.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Summer","0.00","0.01","2215.00"
"Andhra Pradesh","Kurnool","Total Food Grains","Total","1.66","2.48","1491.00"
"Andhra Pradesh","Nandyal","Rice","Kharif","0.67","2.76","4105.00"
"Andhra Pradesh","Nandyal","Rice","Rabi","0.40","1.63","4026.00"
"Andhra Pradesh","Nandyal","Rice","Total","1.08","4.39","4076.00"
"Andhra Pradesh","Nandyal","Maize","Kharif","0.55","2.47","4521.00"
"Andhra Pradesh","Nandyal","Maize","Rabi","0.16","0.88","5621.00"
"Andhra Pradesh","Nandyal","Maize","Total","0.70","3.35","4767.00"
"Andhra Pradesh","Nandyal","Jowar","Kharif","0.00","0.00","1489.00"
"Andhra Pradesh","Nandyal","Jowar","Rabi","0.29","0.80","2777.00"
"Andhra Pradesh","Nandyal","Jowar","Total","0.29","0.81","2767.00"
"Andhra Pradesh","Nandyal","Bajra","Kharif","0.05","0.11","2429.00"
"Andhra Pradesh","Nandyal","Bajra","Summer","0.01","0.02","2215.00"
"Andhra Pradesh","Nandyal","Bajra","Total","0.06","0.13","2396.00"
"Andhra Pradesh","Nandyal","Small Millets","Kharif","0.04","0.04","1150.00"
"Andhra Pradesh","Nandyal","Small Millets","Total","0.04","0.04","1150.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Kharif","0.09","0.16","1859.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Rabi","0.29","0.80","2777.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Summer","0.01","0.02","2215.00"
"Andhra Pradesh","Nandyal","Shree Anna /Nutri Cereals","Total","0.38","0.98","2558.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Kharif","0.63","2.63","4157.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Rabi","0.45","1.69","3778.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Summer","0.01","0.02","2215.00"
"Andhra Pradesh","Nandyal","Nutri/Coarse Cereals","Total","1.09","4.33","3986.00"
"Andhra Pradesh","Nandyal","Cereals","Kharif","1.31","5.39","4131.00"
"Andhra Pradesh","Nandyal","Cereals","Rabi","0.85","3.32","3896.00"
"Andhra Pradesh","Nandyal","Cereals","Summer","0.01","0.02","2215.00"
"Andhra Pradesh","Nandyal","Cereals","Total","2.17","8.73","4031.00"
"Andhra Pradesh","Nandyal","Tur","Kharif","0.48","0.33","693.00"
"Andhra Pradesh","Nandyal","Tur","Total","0.48","0.33","693.00"
"Andhra Pradesh","Nandyal","Gram","Rabi","0.54","0.55","1029.00"
"Andhra Pradesh","Nandyal","Gram","Total","0.54","0.55","1029.00"
"Andhra Pradesh","Nandyal","Urad","Kharif","0.11","0.11","1012.00"
"Andhra Pradesh","Nandyal","Urad","Rabi","0.21","0.27","1253.00"
"Andhra Pradesh","Nandyal","Urad","Total","0.32","0.38","1172.00"
"Andhra Pradesh","Nandyal","Moong","Kharif","0.00","0.00","918.00"
"Andhra Pradesh","Nandyal","Moong","Rabi","0.00","0.00","1034.00"
"Andhra Pradesh","Nandyal","Moong","Total","0.00","0.00","982.00"
"Andhra Pradesh","Nandyal","Other Pulses","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Nandyal","Other Pulses","Rabi","0.00","0.00","633.00"
"Andhra Pradesh","Nandyal","Other Pulses","Total","0.00","0.00","611.00"
"Andhra Pradesh","Nandyal","Total Pulses","Total","1.34","1.27","944.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Kharif","1.89","5.83","3081.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Rabi","1.61","4.14","2579.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Summer","0.01","0.02","2215.00"
"Andhra Pradesh","Nandyal","Total Food Grains","Total","3.51","10.00","2849.00"
"Andhra Pradesh","Ntr","Rice","Kharif","0.47","1.54","3310.00"
"Andhra Pradesh","Ntr","Rice","Rabi","0.20","0.87","4233.00"
"Andhra Pradesh","Ntr","Rice","Total","0.67","2.41","3592.00"
"Andhra Pradesh","Ntr","Maize","Kharif","0.04","0.18","4085.00"
"Andhra Pradesh","Ntr","Maize","Rabi","0.08","0.58","6842.00"
"Andhra Pradesh","Ntr","Maize","Total","0.13","0.76","5898.00"
"Andhra Pradesh","Ntr","Jowar","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Ntr","Jowar","Rabi","0.00","0.01","3394.00"
"Andhra Pradesh","Ntr","Jowar","Total","0.00","0.01","3386.00"
"Andhra Pradesh","Ntr","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Ntr","Shree Anna /Nutri Cereals","Rabi","0.00","0.01","3394.00"
"Andhra Pradesh","Ntr","Shree Anna /Nutri Cereals","Total","0.00","0.01","3386.00"
"Andhra Pradesh","Ntr","Nutri/Coarse Cereals","Kharif","0.04","0.18","4084.00"
"Andhra Pradesh","Ntr","Nutri/Coarse Cereals","Rabi","0.09","0.60","6674.00"
"Andhra Pradesh","Ntr","Nutri/Coarse Cereals","Total","0.13","0.78","5816.00"
"Andhra Pradesh","Ntr","Cereals","Kharif","0.51","1.72","3377.00"
"Andhra Pradesh","Ntr","Cereals","Rabi","0.29","1.46","4973.00"
"Andhra Pradesh","Ntr","Cereals","Total","0.80","3.19","3961.00"
"Andhra Pradesh","Ntr","Tur","Kharif","0.01","0.01","1084.00"
"Andhra Pradesh","Ntr","Tur","Total","0.01","0.01","1084.00"
"Andhra Pradesh","Ntr","Gram","Rabi","0.04","0.08","2033.00"
"Andhra Pradesh","Ntr","Gram","Total","0.04","0.08","2033.00"
"Andhra Pradesh","Ntr","Urad","Kharif","0.03","0.02","669.00"
"Andhra Pradesh","Ntr","Urad","Rabi","0.00","0.01","1142.00"
"Andhra Pradesh","Ntr","Urad","Total","0.04","0.03","727.00"
"Andhra Pradesh","Ntr","Moong","Kharif","0.04","0.02","451.00"
"Andhra Pradesh","Ntr","Moong","Rabi","0.00","0.00","965.00"
"Andhra Pradesh","Ntr","Moong","Total","0.05","0.02","468.00"
"Andhra Pradesh","Ntr","Other Pulses","Kharif","0.00","0.00","900.00"
"Andhra Pradesh","Ntr","Other Pulses","Rabi","0.00","0.00","979.00"
"Andhra Pradesh","Ntr","Other Pulses","Total","0.00","0.00","972.00"
"Andhra Pradesh","Ntr","Total Pulses","Total","0.13","0.13","1051.00"
"Andhra Pradesh","Ntr","Total Food Grains","Kharif","0.59","1.77","2987.00"
"Andhra Pradesh","Ntr","Total Food Grains","Rabi","0.34","1.55","4562.00"
"Andhra Pradesh","Ntr","Total Food Grains","Total","0.93","3.32","3560.00"
"Andhra Pradesh","Palnadu","Rice","Kharif","0.35","1.37","3926.00"
"Andhra Pradesh","Palnadu","Rice","Rabi","0.21","0.81","3880.00"
"Andhra Pradesh","Palnadu","Rice","Total","0.56","2.18","3909.00"
"Andhra Pradesh","Palnadu","Maize","Kharif","0.01","0.03","4194.00"
"Andhra Pradesh","Palnadu","Maize","Rabi","0.16","1.12","6906.00"
"Andhra Pradesh","Palnadu","Maize","Total","0.17","1.15","6780.00"
"Andhra Pradesh","Palnadu","Jowar","Kharif","0.00","0.00","437.00"
"Andhra Pradesh","Palnadu","Jowar","Rabi","0.00","0.00","1739.00"
"Andhra Pradesh","Palnadu","Jowar","Total","0.00","0.00","1289.00"
"Andhra Pradesh","Palnadu","Bajra","Kharif","0.00","0.00","2551.00"
"Andhra Pradesh","Palnadu","Bajra","Total","0.00","0.00","2551.00"
